NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_ASSINA_OUTRA_BASE|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2018|19864|Faculdade de Tecnologia de Itapira|FATEC Itapira|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3522604|0|11|0|0|0|0|0|1|3|0|2|2|0|2|0|1|0||0|0|1|0|0|0|0|6500|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15697|Faculdade de Tecnologia de Araçatuba|FATEC Araçatuba|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3502804|0|10|0|0|0|0|0|0|3|4|2|0|1|0|0|0|0||1|0|0|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15753|FACULDADE DE TECNOLOGIA DE JABOTICABAL|FATEC JB|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|2|3|35|3524303|0|12|0|0|0|0|0|0|3|6|3|0|0|0|0|0|0||0|0|1|1|1|0|4|25|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15585|Faculdade de Tecnologia Santo André|FATEC-SA|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3547809|0|10|0|0|0|0|2|1|0|5|2|0|0|0|0|0|0||0|0|1|1|0|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|19739|Faculdade de Tecnologia de Campinas|FATEC CAMPINAS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3509502|0|9|0|0|0|0|0|1|3|3|1|1|0|0|0|0|0||0|0|1|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|4022|FACULDADE DE TECNOLOGIA DE JUNDIAÍ|FATEC/JD|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3525904|0|15|0|0|0|0|1|1|6|3|3|0|0|1|0|0|0||0|0|0|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|17952|Faculdade de Tecnologia de Jacareí|FATEC Jacareí|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3524402|0|5|0|0|0|0|0|0|2|2|0|1|0|0|0|0|0||0|1|1|1|0|0|0|111227|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|19578|Faculdade de Tecnologia de Cotia|FATEC COTIA|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3513009|0|7|0|0|0|0|1|0|3|2|0|0|0|0|0|1|0||0|0|1|0|0|0|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15803|FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO|FATEC TATUÍ|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3554003|0|11|0|0|0|0|0|0|5|1|2|1|0|0|0|2|0||0|0|1|1|1|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|5633|FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA||33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3507605|0|19|0|0|4|0|3|3|2|6|1|0|0|0|0|0|0||0|0|1|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|19501|Faculdade de Tecnologia Sebrae|FATEC SEBRAE|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550308|1|5|0|0|0|0|0|0|3|0|2|0|0|0|0|0|0||1|0|0|1|0|1|6912|7719|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15746|Faculdade de Tecnologia do Ipiranga|FATECIPI|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550308|1|15|0|0|0|0|2|1|4|6|0|0|1|1|0|0|0||0|0|1|1|0|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|0.00|10598279.22|0.00|8952981.61
2018|15714|Fatec Arthur Azevedo - Mogi Mirim|FATECMM|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3530805|0|30|4|0|0|1|7|3|5|6|1|2|0|0|0|1|0||0|0|0|1|0|1|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15709|Faculdade de Tecnologia de Osasco - Prefeito Hirant Sanazar|Fatec Osasco|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3534401|0|74|0|0|0|0|7|3|6|21|2|22|0|0|1|12|0||0|0|1|1|0|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|4026|FACULDADE DE TECNOLOGIA ZONA LESTE|FATEC-ZL|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550308|1|22|0|0|1|2|4|2|8|1|1|3|0|0|0|0|0||0|1|0|1|1|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15745|Faculdade de Tecnologia de São Caetano do Sul|FATEC SCS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3548807|0|14|0|0|0|0|2|0|2|5|2|2|0|0|0|1|0||0|1|0|1|1|0|1|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|23705|FACULDADE DE TECNOLOGIA DE FRANCO DA ROCHA||33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3516408|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15695|Faculdade de Tecnologia Dom Amaury Castanho|Fatec Itu|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3523909|0|27|0|1|1|0|5|6|5|4|0|2|2|0|1|0|0||0|0|1|1|1|1|320|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|17942|Faculdade de Tecnologia do Tatuapé|FATEC-TT|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550308|1|12|0|0|0|0|0|1|5|4|1|1|0|0|0|0|0||0|0|1|0|0|1|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15689|Faculdade de Tecnologia de Bauru|FATEC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3506003|0|11|0|0|0|0|3|1|2|3|0|2|0|0|0|0|0||0|0|0|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|22319|Faculdade de Tecnologia de Itatiba|Fatec Itatiba|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3523404|0|4|0|0|0|0|0|0|3|1|0|0|0|0|0|0|0||1|0|1|1|0|1|0|6500|1|0|1515824576.24|0.00|872823664.70|220433406.81|328580599.36|52155584.13|41831321.24|0.00|0.00
2018|4021|FACULDADE DE TECNOLOGIA DE GARÇA|FATECGA|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3516705|0|18|0|0|0|0|1|1|7|5|0|3|0|0|1|0|0||0|0|1|1|1|1|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|34|FACULDADE DE TECNOLOGIA DE SÃO PAULO|FATEC-SP|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550308|1|92|3|2|2|1|36|12|24|12|0|0|0|0|0|0|0||0|1|0|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15639|Faculdade de Tecnologia de Itaquaquecetuba|Fatec Itaqua|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3523107|0|14|0|0|0|0|3|0|3|5|0|3|0|0|0|0|0||0|0|1|1|0|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|1584|FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ|FATEC GT|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3518404|0|8|0|0|0|0|0|0|2|2|3|1|0|0|0|0|0||0|1|1|1|1|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|33|FACULDADE DE TECNOLOGIA DE SOROCABA|FATEC SO|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3552205|0|74|1|2|2|1|19|10|16|15|3|2|0|3|0|0|0||0|0|0|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|4023|FACULDADE DE TECNOLOGIA DE MAUÁ|FATEC MAUÁ|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3529401|0|13|0|0|0|0|1|2|1|5|1|2|0|1|0|0|0||1|1|1|1|1|1|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|38|UNIVERSIDADE DO ESTADO DO PARÁ|UEPA|34|UNIVERSIDADE DO ESTADO DO PARA UEP|2|1|1|15|1501402|1|1073|14|26|42|48|254|209|309|130|10|3|15|5|3|5|1||1|0|1|1|1|1|0|10|2|2417305.31|294583058.11|4720836.67|141338655.97|60171849.72|33073864.40|57164259.64|3360207.36|247483.18|0.00
2018|40|UNIVERSIDADE DO ESTADO DA BAHIA|UNEB|36|UNIVERSIDADE DO ESTADO DA BAHIA|2|1|2|29|2927408|1|935|1|14|135|173|25|36|184|105|153|54|38|11|4|2|1||1|1|1|1|1|1|0|0|2|10929674.19|7613241.41|528758379.27|299146572.64|57732886.26|70007469.90|110651512.95|4480547.48|3449136.96|1833168.68
2018|609|UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ|UNIOESTE|37|SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI|2|1|4|41|4104808|0|1173|0|0|27|31|217|123|332|100|191|63|60|21|6|2|1||0|1|0|1|1|1|34|10|2|46934749.56|474708588.85|6952739.30|239581414.84|196021157.59|0.00|87457116.17|19517197.84|0.00|0.00
2018|18492|Universidade Estadual do Paraná|UNESPAR|37|SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI|2|1|4|41|4118204|0|122|2|0|0|2|7|11|26|16|34|19|4|0|0|1|1||0|0|1|1|1|1|12|0|2|1214799.81|164269736.63|2085906.47|117814894.44|13969103.82|18512107.32|15911848.96|954492.24|407996.13|0.00
2018|1126|UNIVERSIDADE ESTADUAL DO CENTRO OESTE|UNICENTRO|37|SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI|2|1|4|41|4109401|0|254|6|0|1|3|10|32|23|41|51|36|20|25|2|4|1||0|1|0|1|1|1|0|0|2|7069954.27|203768128.50|0.00|119859288.60|46611944.55|20851922.99|19791548.59|3677247.44|0.00|0.00
2018|9|UNIVERSIDADE ESTADUAL DE LONDRINA|UEL|37|SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI|2|1|4|41|4113700|0|1380|3|68|6|38|185|327|167|208|173|99|37|42|9|18|1||1|1|1|1|1|1|0|2667|2|19017491|836299085.00|52138262.00|264826698.00|397240047.00|69393365.00|128392572.00|31825063.00|8738621.00|0.00
2018|730|UNIVERSIDADE ESTADUAL DE PONTA GROSSA|UEPG|37|SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI|2|1|4|41|4119905|0|190|0|6|0|1|17|13|48|30|38|24|6|3|1|3|1||0|1|0|1|1|1|1|113|2|36633426.88|170353016.50|0.00|152023991.00|73210831.00|23648805.00|16980034.80|9426862.56|28038105.91|0.00
2018|57|UNIVERSIDADE ESTADUAL DE MARINGÁ|UEM|37|SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI|2|1|4|41|4115200|0|1659|1|82|14|40|228|339|225|200|221|150|62|40|32|25|1||0|1|0|1|1|1|2712|306|2|41424262.88|552439576.13|2342368.57|278971951.55|185981301.02|56030186.78|57529761.79|20671808.97|11050706.89|2050670.76
2018|43|FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA|UDESC|39|FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC|2|1|4|42|4205407|1|806|4|15|1|18|74|137|190|127|111|53|44|25|4|3|1||1|0|1|1|1|1|933|7284|2|5639559.06|420530960.84|165369.39|179759348.09|77040620.61|67034332.69|70665764.85|17030237.48|2796424.90|0.00
2018|1869|CENTRO UNIVERSITÁRIO DE ITAJUBÁ|FEPI|40|FUNDACAO DE ENSINO E PESQUISA DE ITAJUBA|5|2|3|31|3132404|0|104|0|0|0|0|23|17|34|12|12|6|0|0|0|0|0||1|1|1|1|1|1|391|7835|1|38681420.27|1316030.56|4097608.81|8562039.63|6528217.19|4960842.17|7730389.13|4172326.91|1353938.75|6518349.22
2018|47|UNIVERSIDADE ESTADUAL DE GOIÁS|UEG|42|UNIVERSIDADE ESTADUAL DE GOIAS|2|1|5|52|5201108|0|1512|0|4|88|75|260|158|598|290|0|0|17|18|3|1|1||0|0|1|1|1|1|0|8000|2|26973979.23|271093192.22|843053.02|138305674.50|50741914.14|44538367.31|60532515.15|17118864.48|6305665.42|0.00
2018|149|FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO|FAMERP|46|ESTADO DE SAO PAULO|2|3|3|35|3549805|0|221|1|6|12|4|49|22|78|32|8|0|1|1|5|2|1||0|1|1|1|1|1|38000|0|2|1634350.29|24185249.52|1457535.57|17587956.00|39838098.17|16462701.78|6179644.86|0.00|0.00|0.00
2018|58|FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO|FDSBC|48|PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO|3|3|3|35|3548708|0|117|1|2|1|0|8|17|38|17|18|9|0|3|1|2|0||1|0|0|1|1|1|0|0|2|37127972.04|0.00|0.00|9270974.62|8255008.44|4004673.86|7118345.38|97900.14|0.00|248130.05
2018|59|FACULDADE DE DIREITO DE FRANCA|FDF|49|FACULDADE DE DIREITO DE FRANCA|3|3|3|35|3516200|0|23|0|0|0|1|5|2|4|3|1|1|0|2|1|3|1||1|1|1|1|1|1|36|468|2|15912960.49|65111.00|1421161.14|5232146.01|2406500.97|2086862.97|4108364.85|1994034.01|0.00|0.00
2018|1870|FACULDADES INTEGRADAS REGIONAIS DE AVARÉ|FIRA|50|FUNDACAO REGIONAL EDUCACIONAL DE AVARE|3|3|3|35|3504503|0|50|0|0|3|0|14|10|12|10|1|0|0|0|0|0|0||0|0|0|1|1|0|0|0|1|7135094.03|1261812.52|1721914.03|3673357.28|1635825.10|1503882.14|3407388.68|0.00|0.00|1532412.92
2018|3641|CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS|UNIFEB|51|FUNDACAO EDUCACIONAL DE BARRETOS|5|2|3|35|3505500|0|105|0|1|2|0|31|20|24|18|4|5|0|0|0|0|0||1|0|1|1|1|0|389|0|1|34875270.52|0.00|0.00|12724520.76|4263106.34|3102466.04|9376312.75|9487.72|0.00|6170223.54
2018|67|ESCOLA DE ENGENHARIA DE PIRACICABA|EEP/FUMEP|52|FUNDACAO MUNICIPAL DE ENSINO DE PIRACICABA|3|3|3|35|3538709|0|75|0|0|2|0|7|9|21|18|7|7|1|3|0|0|0||1|0|1|1|1|1|25|7915|1|23252323.41|0.00|2357889.52|9412625.73|6647911.63|4662631.96|7718543.98|63107.05|0.00|0.00
2018|68|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS|FAFIPE|53|FUNDACAO EDUCACIONAL DE PENAPOLIS|3|3|3|35|3537305|0|59|1|0|2|1|20|18|10|4|0|0|1|1|0|1|1||1|0|0|1|0|0|1|0|1|8263697.04|0.00|466465.35|2842952.61|1232795.20|1383950.16|2426223.10|0.00|0.00|717340.52
2018|71|UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE|UERN|55|UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - UERN|2|1|2|24|2408003|0|610|0|0|2|8|12|31|55|71|208|156|27|35|5|0|1||1|0|1|1|1|1|0|53|2|4908000|212843524.87|557000.00|112932519.14|32002603.40|64124888.32|25053057.65|1812425.83|0.00|162852.45
2018|72|FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL|FAMASUL|56|AUTARQUIA EDUCACIONAL DA MATA SUL|7|3|2|26|2610004|0|47|2|0|0|1|4|14|4|11|5|6|0|0|0|0|0||0|1|0|1|1|0|0|0|2|1993398|422850.00|9247.54|1127895.47|729064.08|300314.66|22772.23|0.00|0.00|504803.95
2018|4356|FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES|FACIP|56|AUTARQUIA EDUCACIONAL DA MATA SUL|7|3|2|26|2610004|0|2|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0||0|0|1|1|1|0|12|0|1|396000|120000.00|1200.00|243000.00|30029.04|58694.74|106792.05|0.00|1084.80|0.00
2018|4858|ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE|ESSA|57|AUTARQUIA DE ENSINO SUPERIOR DE ARCOVERDE|7|3|2|26|2601201|0|85|0|0|0|1|22|26|25|11|0|0|0|0|0|0|0||1|1|1|1|1|0|0|4689|1|7812285.3|1832460.00|69510.87|6125592.60|1297265.05|1637438.35|1056855.15|131338.29|0.00|0.00
2018|73|CENTRO DE ENSINO SUPERIOR DE ARCOVERDE|CESA|57|AUTARQUIA DE ENSINO SUPERIOR DE ARCOVERDE|7|3|2|26|2601201|0|87|0|1|1|1|22|26|25|11|0|0|0|0|0|0|0||1|1|1|1|1|0|0|4689|1|7812285.3|1832460.00|69510.87|6125592.60|1297265.05|1637438.35|1117151.15|131338.29|0.00|0.00
2018|76|UNIVERSIDADE REGIONAL DE BLUMENAU|FURB|60|FUNDACAO UNIVERSIDADE REGIONAL DE BLUMENAU|3|1|4|42|4202404|0|569|3|5|4|9|81|131|98|91|67|42|19|17|2|0|1||1|0|0|1|1|1|34|24|2|165486277.89|11001147.70|12338968.92|79290881.57|36175670.88|23227788.66|40106598.80|12328472.53|8561912.37|0.00
2018|77|FACULDADE DA REGIÃO DOS LAGOS|FERLAGOS|61|FUNDACAO EDUCACIONAL DA REGIAO DOS LAGOS|5|3|3|33|3300704|0|17|0|0|0|0|9|5|2|1|0|0|0|0|0|0|0||0|0|1|1|0|1|37|6800|1|4795526.45|0.00|0.00|1823712.63|523095.36|828461.94|406011.12|358108.21|0.00|0.00
2018|78|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE|FAFIA|62|PREFEITURA MUNICIPAL DE ALEGRE|3|3|3|32|3200201|0|46|0|0|0|0|0|0|14|9|8|5|6|2|0|2|0||1|0|0|1|1|0|8|56|2|1184255.32|0.00|0.00|661387.31|122208.45|198444.37|0.00|0.00|0.00|212976.84
2018|79|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA|IMES CATANDUVA|63|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA|3|3|3|35|3511102|0|26|0|0|0|3|3|4|5|7|2|2|0|0|0|0|1||0|0|1|1|0|1|1|0|2|7335784.05|6579.30|0.00|3607686.59|1311727.86|1759399.42|843080.24|40948.18|0.00|615646.30
2018|80|CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ|UNIDAVI|64|FUNDACAO UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI - UNIDAVI -|5|2|4|42|4214805|0|92|0|0|0|0|11|5|21|12|29|10|3|1|0|0|1||1|0|1|1|0|1|2734|7835|1|43865827.72|2827455.48|7908859.81|9399364.00|6185375.56|12101887.36|9294010.78|5154026.59|2973268.39|11343071.14
2018|81|UNIVERSIDADE DA REGIÃO DE JOINVILLE|UNIVILLE|65|FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE|5|1|4|42|4209102|0|419|6|8|2|4|104|35|112|34|64|18|15|10|4|3|1||1|1|1|1|1|1|0|10114|1|136939374.71|8682107.30|7177570.80|30616357.17|27992097.98|25828655.05|35101985.83|9027521.09|3631472.75|1688555.05
2018|82|UNIVERSIDADE DO OESTE DE SANTA CATARINA|UNOESC|66|FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA|5|1|4|42|4209003|0|644|24|27|22|24|89|61|159|54|138|31|10|2|3|0|1||1|1|1|1|1|1|6600|9163|1|231772236.83|1198594.01|14853627.34|96097601.35|50902330.14|21805951.96|60692068.88|17075518.00|1883701.17|9244504.68
2018|83|UNIVERSIDADE DO VALE DO ITAJAÍ|UNIVALI|67|FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI|5|1|4|42|4208203|0|1069|9|11|10|21|192|178|264|162|118|43|34|19|4|4|1||1|0|1|1|1|1|707|77|1|478634781.92|0.00|8115131.67|143579359.77|28493418.30|67941789.90|108470083.05|4747485.08|0.00|140533343.21
2018|84|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ|FAFIMA|68|FUNDACAO EDUCACIONAL LUIZ REID|5|3|3|33|3302403|0|22|0|1|0|1|6|7|2|1|2|1|0|0|1|0|0||0|0|1|1|1|1|0|0|2|2614083.6|0.00|0.00|1227566.14|413079.25|913105.77|0.00|0.00|0.00|8000.00
2018|5671|CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA||69|FUNDACAO EDUCACIONAL E CULTURAL SAO JOSE|5|2|3|33|3302205|0|151|1|6|1|7|10|7|24|7|30|16|21|13|5|3|0||1|0|1|0|1|1|560|16800|1|6152568.64|0.00|172472.47|2250357.60|1057771.41|789951.40|872508.57|136333.45|45632.50|1133568.11
2018|87|CENTRO UNIVERSITÁRIO DE BRUSQUE|UNIFEBE|70|FUNDACAO EDUCACIONAL DE BRUSQUE FEBE|5|2|4|42|4202909|0|144|6|2|9|3|13|12|27|13|23|8|6|15|4|3|0||1|0|1|1|0|1|4810|9472|1|28390604.53|163220.87|7567355.42|11575757.52|4919812.54|6082483.46|8378986.52|1960522.15|417185.81|4468398.84
2018|5228|FACULDADE RAIMUNDO MARINHO|FRM|71|FUNDACAO EDUCACIONAL DO BAIXO SAO FRANCISCO DR. RAIMUNDO MARINHO|5|3|2|27|2704302|1|36|0|0|4|2|9|3|5|4|5|4|0|0|0|0|0||0|0|1|1|1|1|127|7000|2|3816047.09|0.00|23652.59|1683563.76|404495.42|162023.06|589062.49|9129.04|0.00|1150694.08
2018|18874|FACULDADE RAIMUNDO MARINHO DE PENEDO||71|FUNDACAO EDUCACIONAL DO BAIXO SAO FRANCISCO DR. RAIMUNDO MARINHO|5|3|2|27|2706703|0|16|1|3|1|0|2|2|2|2|1|1|1|0|0|0|1||0|1|1|1|1|1|398|20|2|2064017.41|0.00|65772.87|795906.02|640647.03|226252.37|455450.01|0.00|0.00|773326.05
2018|3974|UNIVERSIDADE DE RIO VERDE|FESURV|73|FESURV - UNIVERSIDADE DE RIO VERDE|3|1|5|52|5218805|0|651|30|87|34|32|106|149|123|51|25|7|2|4|0|1|1||1|0|0|1|0|1|700|4600|2|158682131.71|0.00|972937.47|48866638.60|32577759.07|14381325.36|12425412.97|12494480.40|11470347.73|20937611.48
2018|94|ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ|ESEFJ|74|PREFEITURA DO MUNICIPIO DE JUNDIAI|3|3|3|35|3525904|0|25|0|0|1|0|7|3|5|7|1|0|0|0|0|1|0||0|0|1|1|0|1|1|0|2|7011372.57|355351.21|0.00|1971789.31|2383470.03|1270438.69|1204988.01|27184.72|0.00|0.00
2018|93|FACULDADE DE MEDICINA DE JUNDIAÍ|FMJ|74|PREFEITURA DO MUNICIPIO DE JUNDIAI|3|3|3|35|3525904|0|60|0|0|1|0|25|11|14|8|0|0|0|0|0|1|1||1|0|1|1|1|1|0|0|2|40533430.94|0.00|1137643.40|11074517.83|6225703.81|6857329.25|6390833.99|6201893.41|0.00|0.00
2018|95|UNIVERSIDADE ESTADUAL VALE DO ACARAÚ|UVA|75|UNIVERSIDADE ESTADUAL VALE DO ACARAU|2|1|2|23|2312908|0|176|7|4|3|6|19|16|51|16|28|19|3|4|0|0|1||1|0|1|1|1|1|7|5|2|1005277.09|79050465.19|997274.65|54005977.35|3310501.50|12511742.15|11002504.27|158856.76|0.00|0.00
